windows,total_calls,met_standard,avg_wait,avg_handle,sla_pct,breach,next_breach,calls_per_agent,agents_needed,staffing_gap,call_volume_change,wait_time_change,hour,day_of_week,is_monday,is_weekend
2021-01-01 14:30:00,9,9,0.0,167.88888888888889,100.0,0,0,0.09327160493827161,0.8394444444444444,-0.33833333333333315,-0.25,0.0,14,4,0,0
2021-01-01 15:00:00,6,6,0.0,234.0,100.0,0,0,0.13,0.78,-0.05944444444444441,-0.33333333333333337,0.0,15,4,0,0
2021-01-01 15:30:00,6,6,0.0,263.6666666666667,100.0,0,0,0.1464814814814815,0.8788888888888889,0.09888888888888892,0.0,0.0,15,4,0,0
2021-01-01 16:00:00,8,8,0.0,261.625,100.0,0,0,0.1453472222222222,1.1627777777777777,0.28388888888888875,0.33333333333333326,0.0,16,4,0,0
2021-01-01 16:30:00,6,6,0.0,523.5,100.0,0,0,0.29083333333333333,1.745,0.5822222222222224,-0.25,0.0,16,4,0,0
2021-01-01 17:00:00,5,5,0.0,184.0,100.0,0,0,0.10222222222222223,0.5111111111111112,-1.233888888888889,-0.16666666666666663,0.0,17,4,0,0
2021-01-01 17:30:00,7,7,0.0,211.28571428571428,100.0,0,0,0.11738095238095238,0.8216666666666667,0.3105555555555555,0.3999999999999999,0.0,17,4,0,0
2021-01-04 08:00:00,7,7,0.0,166.57142857142858,100.0,0,0,0.09253968253968255,0.6477777777777778,-0.17388888888888887,0.0,0.0,8,0,1,0
2021-01-04 08:30:00,6,6,0.0,310.0,100.0,0,0,0.17222222222222222,1.0333333333333332,0.38555555555555543,-0.1428571428571429,0.0,8,0,1,0
2021-01-04 09:00:00,6,6,0.0,490.6666666666667,100.0,0,0,0.2725925925925926,1.6355555555555557,0.6022222222222224,0.0,0.0,9,0,1,0
2021-01-04 09:30:00,1,1,0.0,8.0,100.0,0,0,0.0044444444444444444,0.0044444444444444444,-1.6311111111111112,-0.8333333333333334,0.0,9,0,1,0
2021-01-04 10:00:00,7,7,0.0,336.2857142857143,100.0,0,0,0.1868253968253968,1.3077777777777777,1.3033333333333332,6.0,0.0,10,0,1,0
2021-01-04 10:30:00,6,6,0.0,250.33333333333334,100.0,0,0,0.13907407407407407,0.8344444444444444,-0.4733333333333333,-0.1428571428571429,0.0,10,0,1,0
2021-01-04 11:00:00,6,6,0.0,206.0,100.0,0,0,0.11444444444444445,0.6866666666666666,-0.14777777777777779,0.0,0.0,11,0,1,0
2021-01-04 11:30:00,7,7,0.0,432.0,100.0,0,0,0.24,1.68,0.9933333333333333,0.16666666666666674,0.0,11,0,1,0
2021-01-04 12:00:00,3,3,0.0,187.33333333333334,100.0,0,0,0.10407407407407408,0.31222222222222223,-1.3677777777777778,-0.5714285714285714,0.0,12,0,1,0
2021-01-04 12:30:00,6,6,0.0,260.1666666666667,100.0,0,1,0.14453703703703705,0.8672222222222223,0.5550000000000002,1.0,0.0,12,0,1,0
2021-01-04 13:00:00,14,12,17.857142857142858,282.07142857142856,85.71428571428571,1,0,0.1567063492063492,2.193888888888889,1.3266666666666667,1.3333333333333335,0.0,13,0,1,0
2021-01-04 13:30:00,6,6,0.0,295.5,100.0,0,0,0.16416666666666666,0.9849999999999999,-1.2088888888888891,-0.5714285714285714,-1.0,13,0,1,0
2021-01-04 14:00:00,5,5,0.0,375.8,100.0,0,0,0.20877777777777778,1.0438888888888889,0.05888888888888899,-0.16666666666666663,0.0,14,0,1,0
2021-01-04 14:30:00,8,8,0.0,408.125,100.0,0,1,0.2267361111111111,1.8138888888888889,0.77,0.6000000000000001,0.0,14,0,1,0
2021-01-04 15:00:00,8,6,27.0,472.125,75.0,1,0,0.26229166666666665,2.098333333333333,0.2844444444444443,0.0,0.0,15,0,1,0
2021-01-04 15:30:00,11,11,0.0,312.90909090909093,100.0,0,0,0.17383838383838385,1.9122222222222223,-0.1861111111111109,0.375,-1.0,15,0,1,0
2021-01-04 16:00:00,5,5,0.0,172.4,100.0,0,1,0.09577777777777778,0.4788888888888889,-1.4333333333333333,-0.5454545454545454,0.0,16,0,1,0
2021-01-04 16:30:00,10,8,34.7,305.9,80.0,1,0,0.16994444444444443,1.6994444444444443,1.2205555555555554,1.0,0.0,16,0,1,0
2021-01-04 17:00:00,6,6,0.0,238.83333333333334,100.0,0,0,0.13268518518518518,0.7961111111111111,-0.9033333333333332,-0.4,-1.0,17,0,1,0
2021-01-04 17:30:00,7,7,0.0,223.28571428571428,100.0,0,0,0.12404761904761905,0.8683333333333333,0.07222222222222219,0.16666666666666674,0.0,17,0,1,0
2021-01-05 08:00:00,10,10,0.0,193.6,100.0,0,0,0.10755555555555556,1.0755555555555556,0.2072222222222223,0.4285714285714286,0.0,8,1,0,0
2021-01-05 08:30:00,4,4,0.0,226.75,100.0,0,0,0.12597222222222224,0.5038888888888889,-0.5716666666666667,-0.6,0.0,8,1,0,0
2021-01-05 09:00:00,8,8,0.0,266.625,100.0,0,0,0.148125,1.185,0.6811111111111111,1.0,0.0,9,1,0,0
2021-01-05 09:30:00,4,4,0.0,527.0,100.0,0,0,0.2927777777777778,1.1711111111111112,-0.01388888888888884,-0.5,0.0,9,1,0,0
2021-01-05 10:00:00,9,9,0.0,284.44444444444446,100.0,0,0,0.1580246913580247,1.4222222222222223,0.25111111111111106,1.25,0.0,10,1,0,0
2021-01-05 10:30:00,7,7,0.0,174.0,100.0,0,0,0.09666666666666666,0.6766666666666666,-0.7455555555555556,-0.2222222222222222,0.0,10,1,0,0
2021-01-05 11:00:00,7,7,0.0,313.85714285714283,100.0,0,0,0.17436507936507936,1.2205555555555556,0.543888888888889,0.0,0.0,11,1,0,0
2021-01-05 11:30:00,7,7,0.0,320.0,100.0,0,0,0.17777777777777778,1.2444444444444445,0.02388888888888885,0.0,0.0,11,1,0,0
2021-01-05 12:00:00,6,6,0.0,225.16666666666666,100.0,0,0,0.1250925925925926,0.7505555555555555,-0.49388888888888893,-0.1428571428571429,0.0,12,1,0,0
2021-01-05 12:30:00,10,10,0.0,196.7,100.0,0,0,0.10927777777777777,1.0927777777777776,0.3422222222222221,0.6666666666666667,0.0,12,1,0,0
2021-01-05 13:00:00,11,11,0.0,109.27272727272727,100.0,0,0,0.0607070707070707,0.6677777777777777,-0.42499999999999993,0.10000000000000009,0.0,13,1,0,0
2021-01-05 13:30:00,4,4,0.0,227.0,100.0,0,0,0.12611111111111112,0.5044444444444445,-0.16333333333333322,-0.6363636363636364,0.0,13,1,0,0
2021-01-05 14:00:00,6,6,0.0,223.0,100.0,0,0,0.1238888888888889,0.7433333333333334,0.23888888888888893,0.5,0.0,14,1,0,0
2021-01-05 14:30:00,10,10,0.0,387.7,100.0,0,0,0.21538888888888888,2.153888888888889,1.4105555555555556,0.6666666666666667,0.0,14,1,0,0
2021-01-05 15:00:00,6,6,9.333333333333334,142.66666666666666,100.0,0,0,0.07925925925925925,0.4755555555555555,-1.6783333333333335,-0.4,0.0,15,1,0,0
2021-01-05 15:30:00,4,4,0.0,302.5,100.0,0,0,0.16805555555555557,0.6722222222222223,0.19666666666666677,-0.33333333333333337,-1.0,15,1,0,0
2021-01-05 16:00:00,8,8,0.0,311.625,100.0,0,0,0.173125,1.385,0.7127777777777777,1.0,0.0,16,1,0,0
2021-01-05 16:30:00,9,9,0.0,181.55555555555554,100.0,0,0,0.10086419753086419,0.9077777777777777,-0.4772222222222223,0.125,0.0,16,1,0,0
2021-01-05 17:00:00,6,6,0.0,416.3333333333333,100.0,0,0,0.23129629629629628,1.3877777777777776,0.47999999999999987,-0.33333333333333337,0.0,17,1,0,0
2021-01-05 17:30:00,6,6,0.0,240.33333333333334,100.0,0,0,0.13351851851851854,0.8011111111111112,-0.5866666666666663,0.0,0.0,17,1,0,0
2021-01-06 08:00:00,5,5,0.0,139.6,100.0,0,0,0.07755555555555556,0.3877777777777778,-0.41333333333333344,-0.16666666666666663,0.0,8,2,0,0
2021-01-06 08:30:00,11,11,0.0,234.0909090909091,100.0,0,0,0.13005050505050506,1.4305555555555556,1.0427777777777778,1.2000000000000002,0.0,8,2,0,0
2021-01-06 09:00:00,6,6,0.0,239.16666666666666,100.0,0,0,0.13287037037037036,0.7972222222222222,-0.6333333333333334,-0.4545454545454546,0.0,9,2,0,0
2021-01-06 09:30:00,7,7,0.0,343.85714285714283,100.0,0,0,0.19103174603174602,1.337222222222222,0.5399999999999999,0.16666666666666674,0.0,9,2,0,0
2021-01-06 10:00:00,9,9,0.0,262.8888888888889,100.0,0,0,0.1460493827160494,1.3144444444444445,-0.022777777777777564,0.2857142857142858,0.0,10,2,0,0
2021-01-06 10:30:00,5,5,0.0,320.6,100.0,0,0,0.17811111111111114,0.8905555555555557,-0.42388888888888887,-0.4444444444444444,0.0,10,2,0,0
2021-01-06 11:00:00,7,7,0.0,187.0,100.0,0,0,0.10388888888888889,0.7272222222222222,-0.16333333333333344,0.3999999999999999,0.0,11,2,0,0
2021-01-06 11:30:00,9,9,0.0,216.55555555555554,100.0,0,0,0.12030864197530863,1.0827777777777776,0.3555555555555554,0.2857142857142858,0.0,11,2,0,0
2021-01-06 12:00:00,9,9,0.0,221.55555555555554,100.0,0,0,0.12308641975308642,1.1077777777777778,0.025000000000000133,0.0,0.0,12,2,0,0
2021-01-06 12:30:00,11,11,0.0,199.9090909090909,100.0,0,1,0.11106060606060605,1.2216666666666667,0.11388888888888893,0.22222222222222232,0.0,12,2,0,0
2021-01-06 13:00:00,12,11,12.583333333333334,381.6666666666667,91.66666666666666,1,0,0.21203703703703705,2.5444444444444447,1.322777777777778,0.09090909090909083,0.0,13,2,0,0
2021-01-06 13:30:00,5,5,0.0,277.2,100.0,0,0,0.154,0.77,-1.7744444444444447,-0.5833333333333333,-1.0,13,2,0,0
2021-01-06 14:00:00,4,4,0.0,200.25,100.0,0,0,0.11125,0.445,-0.325,-0.19999999999999996,0.0,14,2,0,0
2021-01-06 14:30:00,7,7,0.0,232.14285714285714,100.0,0,0,0.12896825396825395,0.9027777777777777,0.4577777777777777,0.75,0.0,14,2,0,0
2021-01-06 15:00:00,10,10,0.0,247.8,100.0,0,0,0.13766666666666666,1.3766666666666665,0.4738888888888888,0.4285714285714286,0.0,15,2,0,0
2021-01-06 15:30:00,6,6,0.0,232.5,100.0,0,0,0.12916666666666668,0.7750000000000001,-0.6016666666666663,-0.4,0.0,15,2,0,0
2021-01-06 16:00:00,10,10,0.0,265.3,100.0,0,0,0.1473888888888889,1.473888888888889,0.6988888888888889,0.6666666666666667,0.0,16,2,0,0
2021-01-06 16:30:00,5,5,0.0,336.0,100.0,0,0,0.18666666666666668,0.9333333333333333,-0.5405555555555557,-0.5,0.0,16,2,0,0
2021-01-06 17:00:00,4,4,0.0,254.0,100.0,0,0,0.1411111111111111,0.5644444444444444,-0.36888888888888893,-0.19999999999999996,0.0,17,2,0,0
2021-01-06 17:30:00,8,8,0.0,178.875,100.0,0,0,0.099375,0.795,0.23055555555555562,1.0,0.0,17,2,0,0
2021-01-07 08:00:00,9,9,0.0,267.55555555555554,100.0,0,0,0.14864197530864195,1.3377777777777775,0.5427777777777775,0.125,0.0,8,3,0,0
2021-01-07 08:30:00,6,6,0.0,439.1666666666667,100.0,0,0,0.2439814814814815,1.463888888888889,0.1261111111111115,-0.33333333333333337,0.0,8,3,0,0
2021-01-07 09:00:00,7,7,0.0,238.85714285714286,100.0,0,0,0.1326984126984127,0.9288888888888889,-0.5350000000000001,0.16666666666666674,0.0,9,3,0,0
2021-01-07 09:30:00,7,7,0.0,127.57142857142857,100.0,0,1,0.07087301587301587,0.49611111111111106,-0.4327777777777778,0.0,0.0,9,3,0,0
2021-01-07 10:00:00,7,5,155.0,679.0,71.42857142857143,1,0,0.37722222222222224,2.6405555555555558,2.144444444444445,0.0,0.0,10,3,0,0
2021-01-07 10:30:00,4,4,0.0,503.75,100.0,0,0,0.2798611111111111,1.1194444444444445,-1.5211111111111113,-0.4285714285714286,-1.0,10,3,0,0
2021-01-07 11:00:00,5,5,0.0,702.6,100.0,0,1,0.39033333333333337,1.9516666666666669,0.8322222222222224,0.25,0.0,11,3,0,0
2021-01-07 11:30:00,9,7,25.88888888888889,432.8888888888889,77.77777777777779,1,0,0.24049382716049383,2.1644444444444444,0.2127777777777775,0.8,0.0,11,3,0,0
2021-01-07 12:00:00,6,6,0.0,147.5,100.0,0,0,0.08194444444444444,0.4916666666666667,-1.6727777777777777,-0.33333333333333337,-1.0,12,3,0,0
2021-01-07 12:30:00,5,5,0.0,362.8,100.0,0,0,0.20155555555555557,1.0077777777777779,0.5161111111111112,-0.16666666666666663,0.0,12,3,0,0
2021-01-07 13:00:00,7,7,0.0,598.4285714285714,100.0,0,1,0.33246031746031746,2.3272222222222223,1.3194444444444444,0.3999999999999999,0.0,13,3,0,0
2021-01-07 13:30:00,14,8,149.21428571428572,278.5,57.14285714285714,1,0,0.15472222222222223,2.1661111111111113,-0.16111111111111098,1.0,0.0,13,3,0,0
2021-01-07 14:00:00,4,4,0.0,393.5,100.0,0,0,0.21861111111111112,0.8744444444444445,-1.291666666666667,-0.7142857142857143,-1.0,14,3,0,0
2021-01-07 14:30:00,3,3,0.0,344.0,100.0,0,0,0.19111111111111112,0.5733333333333334,-0.3011111111111111,-0.25,0.0,14,3,0,0
2021-01-07 15:00:00,10,10,0.0,291.5,100.0,0,0,0.16194444444444445,1.6194444444444445,1.0461111111111112,2.3333333333333335,0.0,15,3,0,0
2021-01-07 15:30:00,3,3,0.0,120.66666666666667,100.0,0,0,0.06703703703703703,0.2011111111111111,-1.4183333333333334,-0.7,0.0,15,3,0,0
2021-01-07 16:00:00,8,8,0.0,291.75,100.0,0,0,0.16208333333333333,1.2966666666666666,1.0955555555555556,1.6666666666666665,0.0,16,3,0,0
2021-01-07 16:30:00,4,4,0.0,194.25,100.0,0,0,0.10791666666666666,0.43166666666666664,-0.865,-0.5,0.0,16,3,0,0
2021-01-07 17:00:00,9,9,0.0,244.88888888888889,100.0,0,1,0.13604938271604938,1.2244444444444444,0.7927777777777778,1.25,0.0,17,3,0,0
2021-01-07 17:30:00,6,5,15.333333333333334,310.1666666666667,83.33333333333334,1,0,0.17231481481481484,1.033888888888889,-0.19055555555555537,-0.33333333333333337,0.0,17,3,0,0
2021-01-08 08:00:00,5,5,0.0,162.4,100.0,0,0,0.09022222222222223,0.45111111111111113,-0.582777777777778,-0.16666666666666663,-1.0,8,4,0,0
2021-01-08 08:30:00,6,6,0.0,198.5,100.0,0,0,0.11027777777777778,0.6616666666666666,0.2105555555555555,0.19999999999999996,0.0,8,4,0,0
2021-01-08 09:00:00,11,11,0.0,384.90909090909093,100.0,0,0,0.21383838383838386,2.352222222222222,1.6905555555555556,0.8333333333333333,0.0,9,4,0,0
2021-01-08 09:30:00,9,9,0.0,183.22222222222223,100.0,0,0,0.10179012345679013,0.9161111111111112,-1.436111111111111,-0.18181818181818177,0.0,9,4,0,0
2021-01-08 10:00:00,2,2,0.0,286.0,100.0,0,0,0.15888888888888889,0.31777777777777777,-0.5983333333333334,-0.7777777777777778,0.0,10,4,0,0
2021-01-08 10:30:00,5,5,0.0,241.0,100.0,0,0,0.1338888888888889,0.6694444444444445,0.35166666666666674,1.5,0.0,10,4,0,0
2021-01-08 11:00:00,7,7,0.0,579.7142857142857,100.0,0,0,0.32206349206349205,2.2544444444444443,1.5849999999999997,0.3999999999999999,0.0,11,4,0,0
2021-01-08 11:30:00,9,9,0.0,232.66666666666666,100.0,0,0,0.12925925925925924,1.163333333333333,-1.0911111111111111,0.2857142857142858,0.0,11,4,0,0
2021-01-08 12:00:00,10,10,0.0,361.6,100.0,0,0,0.2008888888888889,2.008888888888889,0.8455555555555558,0.11111111111111116,0.0,12,4,0,0
2021-01-08 12:30:00,13,13,0.0,191.53846153846155,100.0,0,0,0.10641025641025642,1.3833333333333335,-0.6255555555555554,0.30000000000000004,0.0,12,4,0,0
2021-01-08 13:00:00,8,8,0.0,160.0,100.0,0,0,0.08888888888888889,0.7111111111111111,-0.6722222222222224,-0.3846153846153846,0.0,13,4,0,0
2021-01-08 13:30:00,9,9,0.0,174.77777777777777,100.0,0,0,0.09709876543209876,0.8738888888888888,0.1627777777777777,0.125,0.0,13,4,0,0
2021-01-08 14:00:00,11,11,0.0,268.1818181818182,100.0,0,0,0.148989898989899,1.638888888888889,0.7650000000000002,0.22222222222222232,0.0,14,4,0,0
2021-01-08 14:30:00,9,9,0.0,286.6666666666667,100.0,0,0,0.15925925925925927,1.4333333333333333,-0.2055555555555557,-0.18181818181818177,0.0,14,4,0,0
2021-01-08 15:00:00,5,5,0.0,269.6,100.0,0,0,0.1497777777777778,0.7488888888888889,-0.6844444444444444,-0.4444444444444444,0.0,15,4,0,0
2021-01-08 15:30:00,7,7,0.0,139.28571428571428,100.0,0,0,0.07738095238095237,0.5416666666666666,-0.2072222222222223,0.3999999999999999,0.0,15,4,0,0
2021-01-08 16:00:00,7,7,0.0,270.7142857142857,100.0,0,0,0.1503968253968254,1.0527777777777778,0.5111111111111112,0.0,0.0,16,4,0,0
2021-01-08 16:30:00,4,4,0.0,160.0,100.0,0,0,0.08888888888888889,0.35555555555555557,-0.6972222222222222,-0.4285714285714286,0.0,16,4,0,0
2021-01-08 17:00:00,6,6,0.0,86.83333333333333,100.0,0,0,0.04824074074074074,0.2894444444444444,-0.06611111111111118,0.5,0.0,17,4,0,0
2021-01-08 17:30:00,11,11,0.0,151.27272727272728,100.0,0,0,0.08404040404040404,0.9244444444444444,0.635,0.8333333333333333,0.0,17,4,0,0
2021-01-11 08:00:00,8,8,0.0,460.875,100.0,0,0,0.25604166666666667,2.0483333333333333,1.123888888888889,-0.2727272727272727,0.0,8,0,1,0
2021-01-11 08:30:00,6,6,0.0,271.8333333333333,100.0,0,0,0.1510185185185185,0.906111111111111,-1.1422222222222222,-0.25,0.0,8,0,1,0
2021-01-11 09:00:00,5,5,0.0,429.6,100.0,0,0,0.23866666666666667,1.1933333333333334,0.2872222222222224,-0.16666666666666663,0.0,9,0,1,0
2021-01-11 09:30:00,4,4,0.0,137.5,100.0,0,0,0.0763888888888889,0.3055555555555556,-0.8877777777777778,-0.19999999999999996,0.0,9,0,1,0
2021-01-11 10:00:00,7,7,0.0,312.57142857142856,100.0,0,0,0.17365079365079364,1.2155555555555555,0.9099999999999999,0.75,0.0,10,0,1,0
2021-01-11 10:30:00,9,9,0.0,347.55555555555554,100.0,0,0,0.1930864197530864,1.7377777777777776,0.5222222222222221,0.2857142857142858,0.0,10,0,1,0
2021-01-11 11:00:00,6,6,0.0,137.5,100.0,0,0,0.0763888888888889,0.45833333333333337,-1.2794444444444442,-0.33333333333333337,0.0,11,0,1,0
2021-01-11 11:30:00,8,8,0.0,386.375,100.0,0,0,0.21465277777777778,1.7172222222222222,1.258888888888889,0.33333333333333326,0.0,11,0,1,0
2021-01-11 12:00:00,10,10,0.0,383.1,100.0,0,0,0.21283333333333335,2.1283333333333334,0.4111111111111112,0.25,0.0,12,0,1,0
2021-01-11 12:30:00,6,6,0.0,432.1666666666667,100.0,0,0,0.2400925925925926,1.4405555555555556,-0.6877777777777778,-0.4,0.0,12,0,1,0
2021-01-11 13:00:00,8,8,6.625,323.25,100.0,0,0,0.17958333333333334,1.4366666666666668,-0.0038888888888888307,0.33333333333333326,0.0,13,0,1,0
2021-01-11 13:30:00,11,11,0.0,256.27272727272725,100.0,0,0,0.14237373737373737,1.5661111111111112,0.12944444444444447,0.375,-1.0,13,0,1,0
2021-01-11 14:00:00,3,3,0.0,1054.0,100.0,0,0,0.5855555555555556,1.7566666666666668,0.1905555555555556,-0.7272727272727273,0.0,14,0,1,0
2021-01-11 14:30:00,9,9,0.0,201.0,100.0,0,0,0.11166666666666666,1.005,-0.7516666666666669,2.0,0.0,14,0,1,0
2021-01-11 15:00:00,11,11,0.0,442.90909090909093,100.0,0,0,0.24606060606060606,2.7066666666666666,1.7016666666666667,0.22222222222222232,0.0,15,0,1,0
2021-01-11 15:30:00,5,5,0.0,466.0,100.0,0,0,0.2588888888888889,1.2944444444444445,-1.412222222222222,-0.5454545454545454,0.0,15,0,1,0
2021-01-11 16:00:00,6,6,0.0,330.3333333333333,100.0,0,0,0.1835185185185185,1.101111111111111,-0.19333333333333358,0.19999999999999996,0.0,16,0,1,0
2021-01-11 16:30:00,9,9,0.0,451.8888888888889,100.0,0,0,0.2510493827160494,2.259444444444444,1.1583333333333332,0.5,0.0,16,0,1,0
2021-01-11 17:00:00,8,8,0.0,507.0,100.0,0,0,0.2816666666666667,2.2533333333333334,-0.006111111111110734,-0.11111111111111116,0.0,17,0,1,0
2021-01-11 17:30:00,7,7,5.857142857142857,205.14285714285714,100.0,0,0,0.11396825396825397,0.7977777777777778,-1.4555555555555557,-0.125,0.0,17,0,1,0
2021-01-12 08:00:00,4,4,0.0,473.25,100.0,0,0,0.2629166666666667,1.0516666666666667,0.25388888888888894,-0.4285714285714286,-1.0,8,1,0,0
2021-01-12 08:30:00,5,5,0.0,415.4,100.0,0,0,0.23077777777777778,1.153888888888889,0.10222222222222221,0.25,0.0,8,1,0,0
2021-01-12 09:00:00,3,3,0.0,253.0,100.0,0,0,0.14055555555555554,0.42166666666666663,-0.7322222222222223,-0.4,0.0,9,1,0,0
2021-01-12 09:30:00,8,8,0.0,238.375,100.0,0,0,0.13243055555555555,1.0594444444444444,0.6377777777777778,1.6666666666666665,0.0,9,1,0,0
2021-01-12 10:00:00,5,5,0.0,322.8,100.0,0,1,0.17933333333333334,0.8966666666666667,-0.1627777777777777,-0.375,0.0,10,1,0,0
2021-01-12 10:30:00,10,9,8.8,247.5,90.0,1,0,0.1375,1.375,0.4783333333333333,1.0,0.0,10,1,0,0
2021-01-12 11:00:00,6,6,0.0,219.33333333333334,100.0,0,0,0.12185185185185186,0.7311111111111112,-0.6438888888888888,-0.4,-1.0,11,1,0,0
2021-01-12 11:30:00,10,10,0.0,271.3,100.0,0,0,0.15072222222222223,1.5072222222222222,0.7761111111111111,0.6666666666666667,0.0,11,1,0,0
2021-01-12 12:00:00,2,2,0.0,137.5,100.0,0,0,0.0763888888888889,0.1527777777777778,-1.3544444444444443,-0.8,0.0,12,1,0,0
2021-01-12 12:30:00,3,3,0.0,90.0,100.0,0,0,0.05,0.15000000000000002,-0.002777777777777768,0.5,0.0,12,1,0,0
2021-01-12 13:00:00,7,7,0.0,311.2857142857143,100.0,0,0,0.17293650793650794,1.2105555555555556,1.0605555555555557,1.3333333333333335,0.0,13,1,0,0
2021-01-12 13:30:00,4,4,0.0,211.75,100.0,0,0,0.11763888888888889,0.47055555555555556,-0.74,-0.4285714285714286,0.0,13,1,0,0
2021-01-12 14:00:00,9,9,0.0,232.11111111111111,100.0,0,0,0.12895061728395063,1.1605555555555558,0.6900000000000002,1.25,0.0,14,1,0,0
2021-01-12 14:30:00,4,4,0.0,421.5,100.0,0,0,0.23416666666666666,0.9366666666666666,-0.22388888888888914,-0.5555555555555556,0.0,14,1,0,0
2021-01-12 15:00:00,11,11,0.0,320.90909090909093,100.0,0,0,0.1782828282828283,1.9611111111111112,1.0244444444444447,1.75,0.0,15,1,0,0
2021-01-12 15:30:00,10,10,0.0,215.5,100.0,0,0,0.11972222222222222,1.1972222222222222,-0.7638888888888891,-0.09090909090909094,0.0,15,1,0,0
2021-01-12 16:00:00,7,7,0.0,285.57142857142856,100.0,0,0,0.15865079365079365,1.1105555555555555,-0.08666666666666667,-0.30000000000000004,0.0,16,1,0,0
2021-01-12 16:30:00,10,10,0.0,355.7,100.0,0,0,0.1976111111111111,1.976111111111111,0.8655555555555554,0.4285714285714286,0.0,16,1,0,0
2021-01-12 17:00:00,5,5,0.0,172.6,100.0,0,0,0.09588888888888888,0.47944444444444445,-1.4966666666666666,-0.5,0.0,17,1,0,0
2021-01-12 17:30:00,6,6,0.0,168.66666666666666,100.0,0,0,0.09370370370370369,0.5622222222222222,0.08277777777777773,0.19999999999999996,0.0,17,1,0,0
2021-01-13 08:00:00,10,10,0.0,231.5,100.0,0,0,0.12861111111111112,1.2861111111111112,0.723888888888889,0.6666666666666667,0.0,8,2,0,0
2021-01-13 08:30:00,13,13,0.0,243.3846153846154,100.0,0,0,0.13521367521367522,1.7577777777777779,0.4716666666666667,0.30000000000000004,0.0,8,2,0,0
2021-01-13 09:00:00,5,5,0.0,371.0,100.0,0,1,0.2061111111111111,1.0305555555555554,-0.7272222222222224,-0.6153846153846154,0.0,9,2,0,0
2021-01-13 09:30:00,13,7,137.69230769230768,424.9230769230769,53.84615384615385,1,0,0.23606837606837605,3.0688888888888886,2.038333333333333,1.6,0.0,9,2,0,0
2021-01-13 10:00:00,4,4,0.0,348.5,100.0,0,0,0.19361111111111112,0.7744444444444445,-2.2944444444444443,-0.6923076923076923,-1.0,10,2,0,0
2021-01-13 10:30:00,9,9,4.111111111111111,224.77777777777777,100.0,0,0,0.12487654320987654,1.123888888888889,0.34944444444444445,1.25,0.0,10,2,0,0
2021-01-13 11:00:00,4,4,0.0,210.0,100.0,0,0,0.11666666666666667,0.4666666666666667,-0.6572222222222223,-0.5555555555555556,-1.0,11,2,0,0
2021-01-13 11:30:00,10,10,0.0,361.0,100.0,0,0,0.20055555555555554,2.0055555555555555,1.5388888888888888,1.5,0.0,11,2,0,0
2021-01-13 12:00:00,5,5,0.0,235.8,100.0,0,0,0.131,0.655,-1.3505555555555555,-0.5,0.0,12,2,0,0
2021-01-13 12:30:00,6,6,0.0,429.0,100.0,0,0,0.23833333333333334,1.4300000000000002,0.7750000000000001,0.19999999999999996,0.0,12,2,0,0
